address,city,rn_wage,zip,facility_name,medicaid,private_pay,total_hours,street,medicare,fname,rn_hours,idph_id,lat,lon
2230 Mcdonough St Joliet IL 60436,Joliet,26.05,60436,Joliet Terrace Nrsing Center,4238626,71526,42368,2230 Mcdonough St,0,joliet_terrace_nursing_center_2014_0051698.xml.xml,8590,51698,41.515076,-88.136459
Route 127 South Bx B Jonesboro IL 62952,Jonesboro,21.71,62952,Jonesboro Rehab & Hlth C Ctr,1571344,451493,18675,Route 127 South Bx B,454518,jonesboro_rehab_health_c_ctr_2014_0053207.xml.xml,7182,53207,37.451448,-89.269589
100 West Locust St Hoyleton IL 62803,Hoyleton,21.64,62803,Joshua Manor,464863,0,3859,100 West Locust St,0,joshua_manor_2014_0040345.xml.xml,495,40345,38.449334,-89.274349
100 Belle Aire Ave Bourbonnais IL 60914,Bourbonnais,25.5,60914,Kankakee Terrace Nursing Ctr,5040350,46746,49403,100 Belle Aire Ave,0,kankakee_terrace_nursing_ctr_2014_0051680.xml.xml,3215,51680,41.157102,-87.873019
724 Second Avenue Ottawa IL 61350,Ottawa,0,61350,Kanthak House,487012,87145,4618,724 Second Avenue,0,kanthak_house_2014_0037747.xml.xml,0,37747,41.334206,-88.835903
3405 S Michigan Ave Chicago IL 60616,Chicago,29.19,60616,Kensington Place Nsg & Rehab,5475202,5544,46870,3405 S Michigan Ave,3355421,kensington_place_nrsg_rehab_2014_0052712.xml.xml,15431,52712,41.832807,-87.623219
408 East Washington Pittsfield IL 62363,Pittsfield,0,62363,Kepley House,525369,107078,5276,408 East Washington,0,kepley_house_2014_0033332.xml.xml,0,33332,39.606824,-90.801617
144 Junior Avenue Kewanee IL 61443,Kewanee,21.61,61443,Kewanee Care Home,1592937,924070,22258,144 Junior Avenue,664461,kewanee_care_home_2014_0053132.xml.xml,4078,53132,41.233176,-89.944247
6600 South Stewart Chicago IL 60621,Chicago,24.65,60621,Knight House,0,0,5322,6600 South Stewart,0,knight_house_2014_0030601.xml.xml,458,30601,41.774416,-87.634902
800 North Market St Knoxville IL 61448,Knoxville,23.45,61448,Knox County Nurisng Home,3843718,2226442,51181,800 North Market St,1724483,knox_county_nursing_home_2014_0010561.xml.xml,18829,10561,40.917477,-90.284881
101 North B St Bx547 LaHarpe IL 61450,LaHarpe,23.53,61450,LaHarpe Davier Hlth Care Ctr,784664,680592,14914,101 North B St Bx547,331103,laharpe_davier_health_care_ctr_2014_0053538.xml.xml,2178,53538,40.582453,-90.972264
919 WASHINGTON PARK WAUKEGAN IL 60085,WAUKEGAN,28.04,60085,LAKE PARK CENTER,6432040,158160,67189,919 WASHINGTON PARK,0,lake_park_center_2014_0027052.xml.xml,20206,27052,42.341929,-87.850889
7200 N Sheridan Road Chicago IL 60626,Chicago,29.7,60626,Lake Shore Hlthcare & Rehab,10229136,587032,87077,7200 N Sheridan Road,1692532,lake_shore_healthcare_rehab_2014_0050765.xml.xml,36668,50765,42.01283,-87.663452
7618 N SHERIDAN ROAD CHICAGO IL 60626,CHICAGO,27.53,60626,LAKEFRONT NRSING & REHAB CTR,4366534,44081,34526,7618 N SHERIDAN ROAD,1332662,lakefront_nursing_rehab_ctr_2014_0047779.xml.xml,6121,47779,42.019806,-87.666255
800 W Temple Avenue Effingham IL 62401,Effingham,24.57,62401,Lakeland Rehab & HCC,2276934,1567874,39928,800 W Temple Avenue,1642729,lakeland_rehab_hcc_2014_0050971.xml.xml,17470,50971,39.12747,-88.551529
735 West Diversey Chicago IL 60614,Chicago,30.98,60614,Lakeview Rehab & Nrsg Center,7190748,1016263,52573,735 West Diversey,3268766,lakeview_rehab_nrsg_center_2014_0051524.xml.xml,26427,51524,41.932746,-87.647666
14716 S Eastern Ave Plainfield IL 60544,Plainfield,32.06,60544,Lakewood Nrsg & Rehab Center,3537080,1269875,42049,14716 S Eastern Ave,471281,lakewood_nrsg_rehab_center_2014_0046169.xml.xml,30524,46169,41.613503,-88.196624
1380 North 27th Road Ottawa IL 61350,Ottawa,29.39,61350,Lasalle County Nursing Home,1649336,1515772,22426,1380 North 27th Road,730521,lasalle_county_nursing_home_2014_0010637.xml.xml,11342,10637,41.331738,-88.897882
715 S Washington St Lincoln IL 62656,Lincoln,0,62656,Lawrence Place,504636,139759,5492,715 S Washington St,0,lawrence_place_2014_0034223.xml.xml,0,34223,40.143979,-89.382921
1201 North Alton Lebanon IL 62254,Lebanon,25.41,62254,Lebanon Care Center,2180170,289797,21637,1201 North Alton,162900,lebanon_care_center_2014_0052654.xml.xml,4789,52654,38.615561,-89.815253
221 East 3rd Street Lebanon IL 62254,Lebanon,0,62254,Lebanon Terrace,774964,0,5455,221 East 3rd Street,0,lebanon_terrace_2014_0038430.xml.xml,0,38430,38.600137,-89.806002
1301 Lee Street Des Plaines IL 60018,Des Plaines,28.86,60018,Lee Manor,9073995,2780685,85733,1301 Lee Street,2476483,lee_manor_2014_0024356.xml.xml,61588,24356,42.029403,-87.894313
12450 Walker Road Lemont IL 60539,Lemont,33.27,60539,Lemont Nrsg & Rehab Center,3526570,2275781,51322,12450 Walker Road,368668,lemont_nrsg_rehab_center_2014_0046201.xml.xml,28152,46201,41.573917,-88.492747
1010 South Logan St Lena IL 61048,Lena,25.88,61048,Lena Living Center,1338264,2214648,28003,1010 South Logan St,710981,lena_living_center_2014_0047746.xml.xml,14497,47746,42.371791,-89.828482
509 S Buck Rd Bx 149 Leroy IL 61752,Leroy,25.55,61752,Leroy Manor,2433030,1256850,28596,509 S Buck Rd Bx 149,939751,leroy_manor_2014_0047704.xml.xml,8955,47704,40.34274,-88.766697
3400 West Washington Springfield IL 62711,Springfield,22.81,62711,Lewis Memorial Christian Vlg,2893381,3413277,54175,3400 West Washington,-71942,lewis_memorial_christian_vlg_2014_0021436.xml.xml,17293,21436,39.800688,-89.71674
1916 16th Street North Chicago IL 60064,North Chicago,0,60064,Lewis Terrace,1082809,116307,5339,1916 16th Street,0,lewis_terrace_2014_0052720.xml.xml,0,52720,42.330593,-87.85486
165 S Bloomindale Rd Bloomingdale IL 60108,Bloomingdale,31.97,60108,Lexington HCC Bloomingdale,5341957,1390529,51378,165 S Bloomindale Rd,625171,lexington_hlth_cr_ctr_blmngdl_2014_0035188.xml.xml,22386,35188,42.02949,-88.326397
2100 S Finley Road Lombard IL 60148,Lombard,31.71,60148,Lexington Hlth Cr Ctr Lombrd,5053470,3998087,65143,2100 S Finley Road,1251117,lexington_hlth_cr_ctr_lombard_2014_0028860.xml.xml,37138,28860,41.846516,-88.026337
10300 Southwest Hwy Chicago Ridge IL 60415,Chicago Ridge,31.14,60415,Lexington of Chicago Ridge,6703093,1031464,64925,10300 Southwest Hwy,1605525,lexington_of_chicago_ridge_2014_0042739.xml.xml,29358,42739,41.704808,-87.787
420 W Butterfield Rd Elmhurst IL 60126,Elmhurst,30.32,60126,Lexington of Elmhurst,1362307,2021591,40300,420 W Butterfield Rd,2105597,lexington_of_elmhurst_2014_0037317.xml.xml,26254,37317,41.862663,-87.953612
4735 Willow Sprgs Rd LaGrange IL 60525,LaGrange,29.27,60525,Lexington of LaGrange,1002532,695475,37224,4735 Willow Sprgs Rd,2712184,lexington_of_lagrange_2014_0038083.xml.xml,28069,38083,41.803364,-87.888663
900 South Rand Road Lake Zurich IL 60047,Lake Zurich,32.49,60047,Lexington of Lake Zurich,7088653,1290920,68108,900 South Rand Road,1233025,lexington_of_lake_zurich_2014_0039768.xml.xml,45601,39768,42.209602,-88.111741
14601 S John Humphrey Orland Park IL 60462,Orland Park,30.36,60462,Lexington of Orland Park,8667887,771999,80912,14601 S John Humphrey,1855361,lexington_of_orland_park_2014_0041855.xml.xml,34230,41855,41.625082,-87.851247
675 South Roselle Rd Schaumburg IL 60193,Schaumburg,32.36,60193,Lexington of Schaumburg,6408906,1689775,64860,675 South Roselle Rd,1216227,lexington_of_schuamburg_2014_0036095.xml.xml,31541,36095,42.014367,-88.080016
815 E Irving Park Rd Streamwood IL 60107,Streamwood,30.14,60107,Lexington of Streamwood,7568472,619661,63250,815 E Irving Park Rd,814194,lexington_of_streamwood_2014_0037002.xml.xml,20089,37002,42.009543,-88.163215
730 West Hintz Road Wheeling IL 60090,Wheeling,31.91,60090,Lexington of Wheeling,8699220,824534,69943,730 West Hintz Road,556451,lexington_of_wheeling_2014_0040923.xml.xml,20397,40923,42.124257,-87.935328
610 Peterson Road Libertyville IL 60048,Libertyville,27.97,60048,Libertyville Manor Ext Care,19495,2619941,18644,610 Peterson Road,1335060,libertyville_manor_ext_care_2014_0017780.xml.xml,10775,17780,42.306106,-87.97372
9700 Gross Point Rd Skokie IL 60076,Skokie,36.62,60076,Lieberman Ctr for Hlth & Reh,7367400,3737569,77587,9700 Gross Point Rd,6964906,lieberman_ctr_for_health_reh_2014_0026195.xml.xml,69916,26195,42.056803,-87.738047
510 SOUTH KICKAPOO LINCOLN IL 62656,LINCOLN,34.94,62656,LINCOLN HOUSE,357411,0,3995,510 SOUTH KICKAPOO,0,lincoln_house_2014_0046995.xml.xml,405,46995,40.143501,-89.366235
2324 N Kickapoo St Lincoln IL 62656,Lincoln,0,62656,Lincoln Terrace,458513,149089,5435,2324 N Kickapoo St,0,lincoln_terrace_2014_0035410.xml.xml,0,35410,40.166448,-89.340297
1000 Linden Street Morton IL 61550,Morton,24.24,61550,Linden Estate,0,0,5430,1000 Linden Street,0,linden_estate_2014_0039305-.xml.xml,1700,39305,40.640962,-89.480885
2325 N Lakewood Ave Chicago IL 60614,Chicago,28.2,60614,Little Sisters of the Poor,3163926,285393,24930,2325 N Lakewood Ave,0,little_sisters_of_the_poor_2014_0025346.xml.xml,16485,25346,41.92389,-87.660764
702 West Cumberland Altamont IL 62411,Altamont,22.12,62411,Lutheran Care Center,1087133,2082652,26522,702 West Cumberland,464738,lutheran_care_center_2014_0025023.xml.xml,8066,25023,39.052354,-88.75714
6901 N Galena Road Peoria IL 61614,Peoria,24.89,61614,The Lutheran Home,1001328,4058658,27323,6901 N Galena Road,730246,lutheran_home_2014_0019109.xml.xml,15407,19109,40.770395,-89.572702
800 West Oakton St Arlington Hgts IL 60004,Arlington Hgts,34.36,60004,Lutheran Home for the Aged,4506666,22360765,128043,800 West Oakton St,3856070,lutheran_home_for_the_aged_2014_0005090.xml.xml,120606,5090,42.095584,-87.992618
13901 South Lydia Robbins IL 60472,Robbins,17.9,60472,Lydia Healthcare,15471497,175830,143921,13901 South Lydia,0,lydia_healthcare_2014_0045880.xml.xml,9255,45880,41.64051,-87.700037
1108 ENGINEER ROAD GRANITE CITY IL 62040,GRANITE CITY,27.48,62040,LYNHAVEN,0,0,4495,1108 ENGINEER ROAD,0,lynhaven_2014_0036210.xml.xml,1550,36210,38.757446,-90.08039
301 RODDY ROAD SALEM IL 62881,SALEM,0,62881,LYNWOOD ESTATES,512554,0,5165,301 RODDY ROAD,0,lynwood_estates_2014_0036004.xml.xml,0,36004,38.628201,-88.961092
2940 W Westridge Pl Carbondale IL 62901,Carbondale,21.63,62901,Manor Court of Carbondale,823650,600375,12446,2940 W Westridge Pl,969948,manor_court_of_carbondale_2014_0052894.xml.xml,11814,52894,37.733331,-89.257071
1 Park Lane West Clinton IL 61727,Clinton,23.16,61727,Manor Court of Clinton,2709921,3409815,42462,1 Park Lane West,3987072,manor_court_of_clinton_2014_0047134.xml.xml,16747,47134,40.144701,-88.975219
2170 West Navajo Dr Freeport IL 61032,Freeport,21.87,61032,Manor Court of Freeport,993275,3815023,32584,2170 West Navajo Dr,2039508,manor_court_of_freeport_2014_0046839.xml.xml,14100,46839,42.292062,-89.664445
6955 State Route 162 Maryville IL 62062,Maryville,22.54,62062,Manor Court of Maryville,2867074,1865387,43714,6955 State Route 162,3283009,manor_court_of_maryville_2014_0050427.xml.xml,12336,50427,38.738013,-89.941604
6900 N Stalworth Dr Peoria IL 61615,Peoria,25.56,61615,Manor Court of Peoria,334247,2293816,17607,6900 N Stalworth Dr,1692616,manor_court_of_peoria_2014_0047068.xml.xml,11672,47068,40.771999,-89.676092
3230 Becker Drive Peru IL 61354,Peru,24.47,61354,Manor Court of Peru,744437,2973835,39059,3230 Becker Drive,6215847,manor_court_of_peru_2014_0047316.xml.xml,25597,47316,41.348973,-89.121136
140 North Sixth St Princeton IL 61356,Princeton,23.54,61356,Manor Court of Princeton,2024840,3297525,33343,140 North Sixth St,2381229,manor_court_of_princeton_2014_0047324.xml.xml,18611,47324,41.376957,-89.450614
715 West Central Rd Arlington Hgts IL 60005,Arlington Hgts,34.16,60005,Manorcare of Arlington Hgts,1193936,1127607,38388,715 West Central Rd,3254616,manorcare_of_arlington_heights_2014_0050302.xml.xml,61513,50302,42.066492,-87.99146
180 South State St Elgin IL 60123,Elgin,31.86,60123,Manorcare of Elgin,2417913,480244,26763,180 South State St,1102274,manorcare_of_elgin_2014_0049692.xml.xml,24633,49692,42.031651,-88.284198
1920 Nerge Road Elk Grove Village IL 60007,Elk Grove Village,35.09,60007,Manorcare of Elk Grove Vlg,2990105,1970856,62763,1920 Nerge Road,5917403,manorcare_of_elk_grove_village_2014_0049387.xml.xml,83411,49387,41.998958,-88.055724
2773 Skokie Valley Rd Highland Park IL 60035,Highland Park,31.51,60035,Manorcare of Highland Park,1566551,973847,20485,2773 Skokie Valley Rd,1222652,manorcare_of_highland_park_2014_0050278.xml.xml,24863,50278,42.206701,-87.836837
600 West Ogden Ave Hinsdale IL 60521,Hinsdale,32.08,60521,Manorcare of Hinsdale,921338,3070057,59701,600 West Ogden Ave,7124556,manorcare_of_hinsdale_2014_0049445.xml.xml,70612,49445,41.812193,-87.939711
940 Maple Avenue Homewood IL 60430,Homewood,31.64,60430,Manorcare of Homewood,2751384,294852,39339,940 Maple Avenue,2384310,manorcare_of_homewood_2014_0049437.xml.xml,29122,49437,41.567252,-87.640219
900 West River Place Kankakee IL 60901,Kankakee,29.58,60901,Manorcare of Kankakee,2191055,650114,32411,900 West River Place,1115076,manorcare_of_kankakee_2014_0049429.xml.xml,21675,49429,41.125542,-87.876708
1500 W Milwaukee Ave Libertyville IL 60048,Libertyville,33.47,60048,Manorcare of Libertyville,1953946,704913,41496,1500 W Milwaukee Ave,4084581,manorcare_of_libertyville_2014_0049411.xml.xml,43610,49411,42.255429,-87.947374
200 Martin Avenue Naperville IL 60540,Naperville,33.18,60540,Manorcare of Naperville,441070,302546,29356,200 Martin Avenue,2763360,manorcare_of_naperville_2014_0049577.xml.xml,54085,49577,41.76295,-88.151801
3300 Milwaukee Ave Northbrook IL 60062,Northbrook,32.43,60062,Manorcare of Northbrook,3064075,1555886,46044,3300 Milwaukee Ave,2796980,manorcare_of_northbrook_2014_0049676.xml.xml,48364,49676,42.093144,-87.876402
9401 S Kostner Ave Oak Lawn IL 60453,Oak Lawn,31.66,60453,Manorcare of Oak Lawn East,1529776,467313,38075,9401 S Kostner Ave,3399532,manorcare_of_oak_lawn_east_2014_0049668.xml.xml,49320,49668,41.722079,-87.73109
6300 West 95th St Oak Lawn IL 60453,Oak Lawn,33.49,60453,Manorcare of Oak Lawn West,2773268,940968,49234,6300 West 95th St,4248370,manorcare_of_oak_lawn_west_2014_0049551.xml.xml,59540,49551,41.719626,-87.777496
7850 West College Dr Palos Heights IL 60463,Palos Heights,31.32,60463,Manorcare of Palos Hts East,897533,980538,60054,7850 West College Dr,10067109,manorcare_of_palos_hts_east_2014_0049478.xml.xml,79465,49478,41.675056,-87.8126
11860 Southwest Hwy Palos Heights IL 60463,Palos Heights,31.66,60463,Manorcare of Palos Hts West,1562141,1508989,42249,11860 Southwest Hwy,4393439,manorcare_of_palos_hts_west_2014_0049353.xml.xml,59826,49353,41.675766,-87.815319
4225 Kirchoff Road Rolling Meadows IL 60008,Rolling Meadows,32.87,60008,Manorcare of Rolling Meadows,2865162,1819001,39707,4225 Kirchoff Road,1666275,manorcare_of_rolling_meadows_2014_0049569.xml.xml,31273,49569,42.083775,-88.033922
2145 East 170th St South Holland IL 60473,South Holland,33.78,60473,Manorcare of South Holland,2937978,984100,61318,2145 East 170th St,5507043,manorcare_of_south_holland_2014_0049361.xml.xml,69227,49361,41.586506,-87.56553
512 East Ogden Ave Westmont IL 60559,Westmont,34.85,60559,Manorcare of Westmont,2500389,956730,41972,512 East Ogden Ave,3089244,manorcare_of_westmont_2014_0049643.xml.xml,47611,49643,41.810459,-87.960001
432 Poplar Drive Wilmette IL 60091,Wilmette,34.15,60091,Manorcare of Wilmette,2052546,970688,25235,432 Poplar Drive,900777,manorcare_of_wilmette_2014_0049650.xml.xml,22440,49650,42.072815,-87.70505
4452 SquawPrairie Rd Belvidere IL 61008,Belvidere,28.67,61008,Maple Crest Care Centre,2305404,1174017,28172,4452 SquawPrairie Rd,1351099,maple_crest_care_centre_2014_0051839.xml.xml,11290,51839,42.291333,-88.850976
700 N Main Street Eureka IL 61530,Eureka,27.31,61530,Maple Lawn Health Center,1888024,2403467,31474,700 N Main Street,300193,maple_lawn_health_center_2014_0042424.xml.xml,15043,42424,40.72904,-89.272978
1510 North 4th St Quincy IL 62301,Quincy,0,62301,Maple Terrace,513584,129062,5669,1510 North 4th St,0,maple_terrace_2014_0035295.xml.xml,0,35295,39.949613,-91.409794
201 SOUTH 10TH ST MASCOUTAH IL 62258,MASCOUTAH,22.55,62258,MAR KA NURSING HOME,872200,1510027,21203,201 SOUTH 10TH ST,409273,mar_ka_nursing_home_2014_0031740.xml.xml,7980,31740,38.489148,-89.812168
1121 North Orleans Chicago IL 60610,Chicago,26.77,60610,Margaret Manor,4229261,31863,181,1121 North Orleans,0,margaret_manor_2014_0011239.xml.xml,4272,11239,41.902717,-87.637333
940 West Cullom Ave Chicago IL 60613,Chicago,24.75,60613,Margaret Manor North Branch,3574799,61810,33202,940 West Cullom Ave,0,margaret_manor_north_branch_2014_0017178.xml.xml,3521,17178,41.960525,-87.652964
3240 Barney Avenue Pekin IL 61554,Pekin,0,61554,Marigold Estates,616945,0,5380,3240 Barney Avenue,0,marigold_estates_2014_0039370.xml.xml,0,39370,40.547579,-89.601838
275 E Carl Sandburg Galesburg IL 61401,Galesburg,25.75,61401,Marigold Rehabilitation HCC,4573389,1340708,49968,275 E Carl Sandburg,693634,marigold_rehabilitation_hcc_2014_0052662.xml.xml,7945,52662,40.97668,-90.365989
1301 East Deyoung Marion IL 62959,Marion,20.8,62959,Marion Rehab and Nrsg Ctr,2441935,671680,30524,1301 East Deyoung,1495473,marion_rehab_and_nrsg_ctr_2014_0050997.xml.xml,5630,50997,37.740164,-88.910798
164 S Prairie Avenue Bloomingdale IL 60108,Bloomingdale,29.37,60108,Marklund Childrens Home,2281600,4503,7463,164 S Prairie Avenue,0,marklund_childrens_home_2014_0011288.xml.xml,17863,11288,41.953217,-88.069129
1 South 394 Wyatt Dr Geneva IL 60134,Geneva,30.28,60134,Marklund Haverkampf Home,1219362,0,5824,1 South 394 Wyatt Dr,0,marklund_haverkampf_home_2014_0045542.xml.xml,6481,45542,41.851025,-88.383725
1 South 381 Wyatt Dr Geneva IL 60134,Geneva,29.96,60134,Markund @ Mill Creek 3,1113881,93269,5697,1 South 381 Wyatt Dr,0,marklund_mill_creek_3_2014_0047258.xml.xml,6422,47258,41.851025,-88.383725
1 South 410 Wyatt Dr Geneva IL 60134,Geneva,31.81,60134,Marklund Richard Home,1154164,0,5810,1 South 410 Wyatt Dr,0,marklund_richard_home_2014_0047266.xml.xml,6896,47266,41.851025,-88.383725
1 South 383 Wyatt Dr Geneva IL 60134,Geneva,32.39,60134,Marklund Sayers Home,1170835,96539,5815,1 South 383 Wyatt Dr,0,marklund_sayers_home_2014_0045575.xml.xml,6343,45575,41.851025,-88.383725
1 South 385 Wyatt Dr Geneva IL 60134,Geneva,29.1,60134,Marklund Tommy Home,1205933,0,5676,1 South 385 Wyatt Dr,0,marklund_tommy_home_2014_0045567.xml.xml,6640,45567,41.851025,-88.383725
1 South 406 Wyatt Dr Geneva IL 60134,Geneva,29.69,60134,Marklund Van Der Molen Home,1190462,0,5824,1 South 406 Wyatt Dr,0,marklund_van_der_molen_home_2014_0045559.xml.xml,6698,45559,41.851025,-88.383725
520 N Price Ave Bx32 Mason City IL 62664,Mason City,26.03,62664,Mason City Area Nursing Home,0,0,26335,520 N Price Ave Bx32,0,mason_city_area_nursing_home_2014_0034256.xml.xml,10793,34256,40.206134,-89.678795
One Masonic Way Sullivan IL 61951,Sullivan,23.83,61951,Mason Point,2609043,2292595,38031,One Masonic Way,865026,mason_point_2014_0050294.xml.xml,6886,50294,39.600936,-88.56622
237 Central Avenue Matteson IL 60443,Matteson,0,60443,Matteson Court,622580,115825,4823,237 Central Avenue,0,matteson_court_2014_0043281.xml.xml,0,43281,41.521232,-87.748935
2121 South 9th St Mattoon IL 61938,Mattoon,26.02,61938,Mattoon Rehab & HCC,1945409,1016058,29559,2121 South 9th St,755500,mattoon_rehab_hcc_2014_0051896.xml.xml,7321,51896,39.462257,-88.364289
5905 West Washington Chicago IL 60644,Chicago,30.48,60644,Mayfield Care Center,6753028,63945,52696,5905 West Washington,1232951,mayfield_care_center_2014_0029660.xml.xml,15267,29660,41.882069,-87.772018
18300 SOUTH LAVERGNE TINLEY PARK IL 60477,TINLEY PARK,27.48,60477,MCALLISTER NSG & REHAB,3828907,633692,34080,18300 SOUTH LAVERGNE,2802726,mcallister_nsg_rehab_2014_0049502.xml.xml,9151,49502,41.690764,-87.744583
2060 W Granville Ave Chicago IL 60659,Chicago,29.65,60659,McAuley Residence,0,0,43509,2060 W Granville Ave,0,mcauley_residence_2014_0045906.xml.xml,39569,45906,41.994308,-87.681487
500 W McKinley Ave Decatur IL 62526,Decatur,25.22,62526,McKinley Court,4255206,1496171,47371,500 W McKinley Ave,2164486,mckinley_court_2014_0051821.xml.xml,13695,51821,39.869437,-88.961928
901 North Main Street Normal IL 61761,Normal,25.97,61761,Mclean County Nursing Home,4579006,2278731,48582,901 North Main Street,647585,mclean_county_nursing_home_2014_0018150.xml.xml,13016,18150,40.523187,-88.995374
415 West Carpenter McLeansboro IL 62859,McLeansboro,20.63,62859,McLeansboro Rehab & HCC,699992,362902,9632,415 West Carpenter,203069,mcleansboro_rehab_hlth_c_ctr_2014_0053108.xml.xml,4237,53108,38.098355,-88.541616
800 Mcadam Drive Taylorville IL 62568,Taylorville,22,62568,Meadow Manor Skld Nur & Reh,1704694,606737,21840,800 Mcadam Drive,1571214,meadow_manor_skld_nur_rehab_2014_0051425.xml.xml,8126,51425,39.556957,-89.277502
310 NORTH LOCUST MCLEANSBORO IL 62859,MCLEANSBORO,27.05,62859,MEADOWBROOK ESTATES,628276,0,5112,310 NORTH LOCUST,0,meadowbrook_estates_2014_0051979.xml.xml,287,51979,38.097903,-88.533723
431 W Remington Blvd Bolingbrook IL 60440,Bolingbrook,28.63,60440,Meadowbrook Manor,13026249,1280864,99616,431 W Remington Blvd,3179445,meadowbrook_manor_2014_0037366.xml.xml,44446,37366,41.681941,-88.081789
339 9th Avenue LaGrange IL 60525,LaGrange,27.18,60525,Meadowbrook Manor LaGrange,6387695,1217889,48776,339 9th Avenue,794119,meadowbrook_manor_lagrange_2014_0047274.xml.xml,19225,47274,41.808254,-87.869477
720 Raymond Drive Naperville IL 60563,Naperville,29.52,60563,Meadowbrook Manor Naperville,11795336,1562931,85155,720 Raymond Drive,1867892,meadowbrook_manor_naperville_2014_0041285.xml.xml,41513,41285,41.784193,-88.183073
SECOND AND COMMERCE GRAYVILLE IL 62844,GRAYVILLE,20,62844,MEADOWOOD,833597,897655,17033,SECOND AND COMMERCE,365560,meadowood_2014_0019356.xml.xml,5977,19356,38.255617,-87.996229
3250 South Plum Grove Road Rolling Meadows IL 60008,Rolling Meadows,,60008,Meadows,4164119,276200,32180,3250 South Plum Grove Road,0,meadows_2014_0021766.xml.xml,,21766,42.084939,-88.043855
24588 Church Street Chenoa IL 61726,Chenoa,,61726,Meadows Mennonite Home,1910338,3992204,36205,24588 Church Street,353383,meadows_mennonite_home_2014_0011544.xml.xml,,11544,40.744423,-88.804077
402 South Center St Durand IL 61024,Durand,24.04,61024,Medina Nursing Center,488048,1930060,22413,402 South Center St,-180242,medina_nursing_center_2014_0011551.xml.xml,10324,11551,42.435968,-89.332019
4315 Memorial Drive Belleville IL 62226,Belleville,35.45,62226,Memorial Care Center,-123995,0,22895,4315 Memorial Drive,-13677687,memorial_care_center_2014_0003103.xml.xml,44131,3103,38.548893,-90.020294
500 Sixth Street Mendota IL 61342,Mendota,26.06,61342,Mendota Lutheran Home,1844375,3260773,32961,500 Sixth Street,1723010,mendota_lutheran_home_2014_0011593.xml.xml,22521,11593,41.547613,-89.114607
901 S Grant Box 850 Harvard IL 60033,Harvard,42.62,60033,Mercy Harvard Hospital Care,0,0,8512,901 S Grant Box 850,0,mercy_harvard_hospital_care_2014_8049116.xml.xml,80757,8049116,42.42224,-88.61371
27 Auerbach Place Glen Carbon IL 62034,Glen Carbon,41.03,62034,Meridian Village Care Center,534266,3536208,22166,27 Auerbach Place,873401,meridian_village_care_center_2014_0045807.xml.xml,16249,45807,38.775079,-89.991673
2299 Metropolis St Metropolis IL 62960,Metropolis,23.92,62960,Metropolis Rehab & HCC,2194909,1053450,29477,2299 Metropolis St,-18936,metropolis_rehab_hcc_2014_0046276.xml.xml,13975,46276,37.16924,-88.724699
4920 N Kenmore Ave Chicago IL 60640,Chicago,29.77,60640,Mid America Care Center,12778590,307386,97261,4920 N Kenmore Ave,1150788,mid_america_care_center_2014_0047035.xml.xml,41093,47035,41.97191,-87.656366
8540 S Harlem Avenue Bridgeview IL 60455,Bridgeview,21.06,60455,Midway Neurological Reh Ctr,16309151,108166,122918,8540 S Harlem Avenue,2662739,midway_neurological_rehab_ctr_2014_0047175.xml.xml,10710,47175,41.736638,-87.799245
727 North 17th St Belleville IL 62226,Belleville,27.55,62226,Midwest Rehab & Respiratory,4614107,116015,33137,727 North 17th St,531653,midwest_rehab_respiratory_2014_0051342.xml.xml,5540,51342,38.523724,-90.001937
2642 Elmwood Road Rockford IL 61103,Rockford,24.14,61103,Milestone Elmwood East,437514,95090,3962,2642 Elmwood Road,0,milestone_elmwood_east_2014_0027334.xml.xml,149,27334,42.331906,-89.089981
2662 Elmwood Road Rockford IL 61103,Rockford,24.2,61103,Milestone Elmwood Heights,5039039,563148,30245,2662 Elmwood Road,0,milestone_elmwood_heights_2014_0024943.xml.xml,5236,24943,42.331975,-89.09098
3351 Sun Valley Rockford IL 61103,Rockford,24.15,61103,Milestone Sun Valley,385544,44708,2842,3351 Sun Valley,0,milestone_sun_valley_2014_0035386.xml.xml,528,35386,42.309282,-89.074262
1601 Butterfld Trail Kankakee IL 60901,Kankakee,33.8,60901,Miller Health Care Center,302788,3990810,43632,1601 Butterfld Trail,-514047,miller_health_care_center_2014_0040659.xml.xml,64648,40659,41.124328,-87.887253
6300 N Ridge Avenue Chicago IL 60660,Chicago,30.55,60660,Misericordia Home North,0,0,114392,6300 N Ridge Avenue,0,misericordia_home_north_2014_0029876.xml.xml,49218,29876,41.995548,-87.675708
500 South Walnut St Momence IL 60954,Momence,29.45,60954,Momence Meadows Nrsing & Reh,4439934,486870,34508,500 South Walnut St,1422672,momence_meadows_nursing_reh_2014_0048033.xml.xml,11352,48033,41.154913,-87.660133
117 SOUTH I STREET MONMOUTH IL 61462,MONMOUTH,21.92,61462,MONMOUTH NURSING HOME,978194,1031767,16994,117 SOUTH I STREET,615411,monmouth_nursing_home_2014_0027979.xml.xml,3837,27979,40.91208,-90.659367
1400 West Monroe St Chicago IL 60607,Chicago,21.63,60607,Monroe Pav Hlth Treatmnt Ctr,4257239,720,43064,1400 West Monroe St,0,monroe_pav_hlth_treatment_ctr_2014_0040071.xml.xml,3206,40071,41.880249,-87.661957
